video_id,f1_sharpness,f1_brightness,f1_saturation,f2_sharpness,f2_brightness,f2_saturation,f3_sharpness,f3_brightness,f3_saturation,f4_sharpness,f4_brightness,f4_saturation,f5_sharpness,f5_brightness,f5_saturation
VIDEO_7318026666939256096,19.72,149.92,34.36,16.13,142.81,39.8,,,,,,,,,
VIDEO_7318707614332849441,30.78,135.86,68.75,35.18,146.53,65.07,304.85,126.66,97.66,14.26,157.49,46.59,23.76,141.25,82.9
VIDEO_7318769443222359329,67.84,115.68,155.34,75.88,113.88,152.95,,,,,,,,,
VIDEO_7318832237842156832,168.19,3.94,168.1,214.61,3.65,168.26,206.13,3.62,168.4,250.39,103.38,87.67,,,
VIDEO_7319074307202616609,213.45,137.34,98.91,201.12,138.13,98.2,475.45,133.22,83.62,192.16,120.07,110.66,383.93,131.81,102.54
VIDEO_7319092525329829153,30.31,175.11,26.35,23.95,177.71,24.95,,,,,,,,,
VIDEO_7319511492888366342,49.79,148.96,57.24,591.78,166.78,25.95,138.54,157.35,70.47,22.21,208.35,8.85,181.57,153.38,27.66
VIDEO_7319513643534568736,245.31,111.54,117.61,241.89,112.86,118.7,,,,,,,,,
VIDEO_7319902152686718241,1403.37,165.88,66.13,1170.41,159.36,68.02,1056.41,139.57,109.79,,,,,,
VIDEO_7319919643378912544,7.31,57.82,97.63,4.23,50.42,93.87,4.62,52.37,84.99,4.48,55.81,109.31,6.04,49.27,78.01
VIDEO_7320159598290226464,1854.61,126.57,88.57,1762.13,125.47,93.78,,,,,,,,,
VIDEO_7320606856995523846,1260.06,139.87,54.11,148.65,145.29,58.45,164.22,163.76,53.17,,,,,,
VIDEO_7320909330314775840,181.06,114.54,129.34,189.48,117.54,126.49,,,,,,,,,
VIDEO_7321012358594235681,1106.83,137.4,45.04,955.46,138.58,44.64,285.09,112.93,60.56,146.75,173.87,69.63,510.03,156.87,35.15
VIDEO_7321436866287373600,18.99,165.12,13.22,25.4,163.86,17.32,,,,,,,,,
VIDEO_7321969929564065057,8.56,109.89,44.08,6.99,104.62,44.83,,,,,,,,,
VIDEO_7322420132649749793,2555.19,146.27,59.45,2787.5,144.48,62.34,133.81,138.99,92.39,279.5,126.8,124.17,1064.02,128.29,66.1
VIDEO_7322488817968041249,284.82,126.96,123.36,269.1,123.16,113.72,215.25,134.83,76.03,230.39,122.75,144.84,,,
VIDEO_7322495223089712416,183.93,124.58,79.4,191.19,115.63,109.05,,,,,,,,,
VIDEO_7322502255616314656,377.45,156.64,58.88,333.18,141.97,112.43,376.14,141.88,112.8,349.5,161.71,77.5,317.56,122.07,157.65
VIDEO_7322847358646078752,468.89,121.05,114.39,199.65,125.05,105.83,643.36,137.45,105.89,389.43,133.47,102.17,409.13,135.49,96.99
VIDEO_7322866542985710881,154.11,135.86,46.81,127.56,137.69,50.33,,,,,,,,,
VIDEO_7323108113698147616,373.55,150.64,102.56,390.41,155.91,93.91,819.5,162.11,74.59,910.79,146.74,112.0,,,
VIDEO_7323194315415588129,1281.23,137.13,56.56,1197.28,141.24,50.8,,,,,,,,,
VIDEO_7323224822169750816,25.66,100.1,70.73,25.57,105.32,66.12,,,,,,,,,
VIDEO_7323237610665544966,344.27,143.66,104.51,1039.75,138.73,98.45,1857.87,166.53,105.67,,,,,,
VIDEO_7323612868484631840,323.32,108.43,129.3,327.64,108.27,129.45,,,,,,,,,
VIDEO_7323667240933444896,121.22,101.17,38.24,123.8,101.27,38.55,,,,,,,,,
VIDEO_7323972466445946145,560.66,194.78,14.35,380.65,197.06,18.11,,,,,,,,,
VIDEO_7324283735749266721,760.42,192.01,45.08,834.44,183.85,51.9,1138.94,180.51,54.3,3642.97,178.16,47.96,,,
VIDEO_7324339550283664672,8.49,147.93,60.87,23.93,145.12,64.98,,,,,,,,,
VIDEO_7324421973612825889,125.22,116.13,107.6,128.19,106.62,110.75,117.2,105.14,63.25,41.46,105.0,61.88,37.63,103.86,58.34
VIDEO_7324696131143847201,175.91,186.33,54.73,166.78,191.82,49.12,,,,,,,,,
VIDEO_7324725007391804705,218.19,161.74,86.84,230.16,161.97,86.25,214.7,162.28,85.89,531.42,161.71,91.54,,,
VIDEO_7324741085438397729,1200.91,160.45,23.46,1245.93,161.7,24.1,,,,,,,,,
VIDEO_7325049996682759456,447.11,104.91,83.75,497.93,111.04,71.41,284.92,95.19,115.49,187.23,106.02,93.13,484.1,113.51,103.29
VIDEO_7325097832015203617,780.74,139.16,78.09,789.39,139.09,78.6,,,,,,,,,
VIDEO_7325106846744743200,465.46,152.49,67.18,450.68,151.32,66.36,406.7,152.55,65.66,203.39,131.86,72.85,151.58,153.89,63.61
VIDEO_7325113581249301766,1890.82,213.52,6.15,1933.59,218.51,4.82,,,,,,,,,
VIDEO_7325457714312727840,24.22,162.06,38.37,24.27,164.31,36.33,,,,,,,,,
VIDEO_7325724813115346208,74.75,129.67,100.76,62.62,146.11,64.3,53.48,160.06,40.89,47.59,135.58,63.86,418.66,130.55,101.45
VIDEO_7325764964172467489,160.16,110.65,84.72,147.04,111.83,68.92,,,,,,,,,
VIDEO_7325861199604665606,431.85,107.69,80.23,1312.32,100.75,26.06,515.47,109.09,39.44,188.36,108.67,42.28,,,
VIDEO_7325862287540096289,17.35,134.78,45.72,17.87,142.69,46.42,,,,,,,,,
VIDEO_7326123173311728929,153.54,154.87,60.51,167.76,137.87,65.37,145.51,165.07,35.87,172.49,153.11,58.38,80.24,121.7,118.14
VIDEO_7326857703958105376,368.47,72.0,88.15,370.04,71.48,88.35,,,,,,,,,
VIDEO_7326887540705873185,566.74,162.94,48.18,593.09,163.67,47.36,,,,,,,,,
VIDEO_7327333280297127201,573.37,132.86,70.74,524.6,132.06,76.16,,,,,,,,,
VIDEO_7327632037437820193,42.42,106.28,200.39,81.93,106.26,195.54,,,,,,,,,
VIDEO_7327710709201014049,38.26,133.39,108.15,37.35,136.99,105.73,37.74,113.22,146.97,46.76,123.86,104.41,48.17,122.61,143.63
VIDEO_7328066217929985286,1032.71,147.4,100.46,1016.08,147.73,100.2,799.08,147.47,92.32,506.29,146.76,78.87,768.61,110.2,85.82
VIDEO_7328709134126206241,1239.98,165.55,67.24,102.58,171.34,58.62,981.47,157.45,94.07,912.0,156.03,82.67,133.93,193.64,16.85
VIDEO_7329087770905840928,118.25,154.79,64.4,105.37,154.82,64.39,,,,,,,,,
VIDEO_7329423244992236832,299.63,97.74,113.78,278.3,97.17,115.18,,,,,,,,,
VIDEO_7329526946751089953,86.14,117.16,112.21,50.49,119.45,112.79,,,,,,,,,
VIDEO_7329560864518901024,240.47,154.75,87.08,221.05,138.5,100.81,247.0,162.98,68.94,419.15,156.27,56.21,533.33,153.64,46.83
VIDEO_7329596850804100358,203.98,148.89,58.09,2226.13,167.1,25.81,511.01,157.28,70.76,89.06,208.36,8.85,464.81,153.48,28.37
VIDEO_7329933240775527713,1419.02,127.34,89.25,378.67,109.44,132.61,,,,,,,,,
VIDEO_7329985883539541253,174.28,138.0,105.61,164.69,146.5,92.26,,,,,,,,,
VIDEO_7330293520395275553,42.39,150.86,47.72,37.92,151.94,45.79,,,,,,,,,
VIDEO_7330883086684622112,164.98,106.63,91.18,169.58,109.93,90.07,,,,,,,,,
VIDEO_7331017914612567329,8.35,130.31,113.29,9.48,119.81,123.83,,,,,,,,,
VIDEO_7331415350828911904,150.97,96.87,129.47,129.8,143.99,78.09,197.91,150.76,48.26,237.55,135.74,90.26,256.12,152.22,71.47
VIDEO_7331811695360363809,634.25,157.74,46.46,513.75,160.27,45.98,,,,,,,,,
VIDEO_7332156358902500640,62.86,201.38,16.07,57.93,203.37,15.52,,,,,,,,,
VIDEO_7332509276432289057,35.13,43.67,27.38,72.03,114.28,50.98,,,,,,,,,
VIDEO_7332521954538245408,14.56,141.36,87.28,13.17,140.08,101.65,382.65,128.71,110.33,253.65,113.97,119.5,,,
VIDEO_7332775399883033888,23.29,27.14,131.76,122.89,27.08,129.01,,,,,,,,,
VIDEO_7332835826579164449,270.75,118.33,127.27,181.76,61.25,138.73,332.89,153.01,97.35,387.26,91.88,203.65,735.32,105.74,145.53
VIDEO_7332865581789629729,715.63,70.9,142.03,639.3,77.4,139.55,,,,,,,,,
VIDEO_7332928025517903109,104.98,179.92,36.09,194.62,180.21,35.82,,,,,,,,,
VIDEO_7333562774750088480,462.62,165.16,47.85,457.21,164.83,44.88,130.73,155.12,45.93,60.08,126.76,71.22,54.44,151.36,53.48
VIDEO_7333568243367431456,377.23,160.95,54.49,305.64,179.24,38.98,,,,,,,,,
VIDEO_7333604507793853728,33.5,209.99,14.1,19.37,210.9,13.88,,,,,,,,,
VIDEO_7333701921573850374,256.62,118.71,126.81,552.46,104.46,134.26,104.39,73.71,174.92,151.12,94.06,52.24,481.22,64.79,110.07
VIDEO_7334309352062405893,539.73,152.78,100.16,465.74,151.58,101.39,538.66,131.88,116.8,659.42,143.6,114.12,929.42,134.72,116.65
VIDEO_7334339873127632161,10.98,220.66,5.77,10.47,220.74,5.81,,,,,,,,,
VIDEO_7334381637586652448,423.0,166.8,64.45,430.43,166.22,64.57,,,,,,,,,
VIDEO_7334734613429882117,674.4,163.01,50.54,649.49,161.71,50.22,182.84,140.04,89.8,33.4,139.02,85.19,266.09,165.6,52.09
VIDEO_7334752917439712545,492.09,129.98,89.75,602.51,129.31,87.3,,,,,,,,,
VIDEO_7335020484637068576,414.35,93.99,121.83,375.56,95.61,117.31,,,,,,,,,
VIDEO_7335091592077856032,84.92,143.38,50.97,85.36,144.49,48.28,93.71,168.77,49.0,53.25,0.56,1.41,,,
VIDEO_7335348681832418593,582.45,135.57,67.07,568.84,136.62,65.79,,,,,,,,,
VIDEO_7335847049495203104,3411.19,116.97,91.08,280.67,125.44,100.36,2607.18,166.14,22.1,1051.73,121.21,98.1,685.75,128.98,87.42
VIDEO_7335855508873694496,407.75,121.41,122.76,409.34,121.69,121.98,552.0,123.8,114.91,629.33,128.69,95.54,,,
VIDEO_7335861253551787297,697.02,152.18,42.49,767.17,137.13,41.01,723.84,93.91,99.87,771.84,155.81,30.44,894.02,144.21,34.74
VIDEO_7336193209883839776,219.27,212.39,14.36,205.88,209.78,14.96,,,,,,,,,
VIDEO_7336238126651706656,376.09,151.36,55.5,383.33,150.44,56.19,278.98,116.24,116.08,131.08,106.87,202.71,253.07,114.81,84.63
VIDEO_7336480513269583136,18.76,16.73,12.82,37.96,65.95,31.13,,,,,,,,,
VIDEO_7336662438282120481,351.17,119.65,128.07,285.78,128.35,109.4,,,,,,,,,
VIDEO_7337268516128591136,279.54,117.38,86.92,396.39,109.36,92.4,,,,,,,,,
VIDEO_7337328365147295009,275.93,131.05,70.21,281.73,132.17,71.73,,,,,,,,,
VIDEO_7337687297132973344,43.76,149.49,43.6,40.69,141.46,43.55,,,,,,,,,
VIDEO_7338052242651598112,185.75,129.19,80.39,28.21,124.64,83.35,4.85,176.56,63.36,3.55,168.78,60.18,5.05,151.15,67.64
VIDEO_7338070752501026081,684.2,146.27,55.61,695.48,147.74,54.1,688.26,146.96,54.97,714.17,147.28,53.61,,,
VIDEO_7338384626773216545,307.27,152.67,67.57,275.31,157.22,68.45,,,,,,,,,
VIDEO_7338699162768149792,549.46,167.1,34.58,228.32,169.26,34.57,,,,,,,,,
VIDEO_7338777101547490593,126.0,162.19,41.14,120.2,144.36,39.02,180.04,173.19,20.02,48.36,184.81,25.23,,,
VIDEO_7338778286597655840,160.51,116.4,80.77,121.18,102.03,104.85,747.39,143.84,90.58,270.15,123.28,114.92,475.66,146.93,86.68
VIDEO_7338825965419662598,379.32,108.0,37.13,420.97,106.55,38.22,384.43,106.12,37.95,516.89,198.08,22.22,744.61,188.28,39.0
VIDEO_7338875309913017633,21.21,162.94,45.68,70.61,151.03,46.71,,,,,,,,,
VIDEO_7339952469901970693,64.05,190.08,15.3,407.64,164.13,53.02,36.25,185.52,18.28,82.28,100.09,37.55,51.35,189.05,14.28
VIDEO_7340356860299496736,142.88,142.04,46.45,135.5,145.26,46.02,,,,,,,,,
VIDEO_7340682108735671584,0.65,185.9,42.0,210.13,185.01,49.23,,,,,,,,,
VIDEO_7340684346040290593,337.84,121.14,89.14,338.76,116.75,90.46,,,,,,,,,
VIDEO_7340916267571858721,1523.94,161.58,69.84,1361.14,148.68,81.32,1480.98,160.28,69.45,1941.3,160.0,71.46,,,
VIDEO_7341020687345192197,447.39,194.8,58.53,480.13,197.28,55.13,,,,,,,,,
VIDEO_7341290377858567456,168.01,160.62,26.86,168.42,165.78,18.85,,,,,,,,,
VIDEO_7341346159023246624,247.74,128.98,57.6,283.48,146.69,56.65,,,,,,,,,
VIDEO_7341738165746634017,59.88,143.99,68.76,77.47,137.21,72.97,,,,,,,,,
VIDEO_7342403362714914080,90.4,143.17,57.5,88.3,143.66,57.64,,,,,,,,,
VIDEO_7342531903209114913,769.55,139.21,91.25,845.09,140.61,88.88,,,,,,,,,
VIDEO_7342536344561896737,900.13,157.56,57.67,453.95,124.63,88.47,437.75,122.26,94.8,585.0,127.54,75.71,,,
VIDEO_7343256943923858720,131.5,137.46,40.54,121.86,137.35,42.29,,,,,,,,,
VIDEO_7343530174526377249,228.5,130.53,40.91,227.85,136.98,33.18,,,,,,,,,
VIDEO_7343665662876781856,359.82,140.44,66.37,96.18,149.53,43.66,1219.86,120.04,81.6,1390.34,137.69,75.52,,,
VIDEO_7343666836812123424,279.99,161.6,67.82,240.98,164.29,71.47,,,,,,,,,
VIDEO_7343923844316548384,149.88,105.01,79.49,40.11,86.53,127.39,192.56,142.38,79.15,494.64,153.47,78.01,320.15,148.26,72.65
VIDEO_7343970143497653537,31.06,217.12,27.34,29.95,215.13,28.64,,,,,,,,,
VIDEO_7343975400122354977,134.12,167.67,48.19,136.16,167.13,48.79,,,,,,,,,
VIDEO_7344270149593091361,13.56,182.22,9.6,1799.09,114.7,154.69,3379.9,141.43,5.19,2549.97,125.78,44.51,139.09,154.95,11.55
VIDEO_7344271684406349088,15.06,141.64,77.61,21.07,143.29,76.53,,,,,,,,,
VIDEO_7344802060019256609,265.16,150.53,31.88,269.06,152.16,31.35,256.42,156.93,31.26,94.98,127.83,60.79,,,
VIDEO_7345082142235413793,142.71,137.34,77.87,134.97,137.48,77.43,,,,,,,,,
VIDEO_7345144791094660384,420.04,125.74,148.08,424.84,126.46,147.93,,,,,,,,,
VIDEO_7345477638619778309,508.15,144.08,52.27,339.9,158.52,48.83,459.89,157.92,43.54,430.52,140.99,31.58,575.12,130.03,48.58
VIDEO_7345515480288922912,431.06,130.52,72.75,439.08,118.42,73.27,,,,,,,,,
VIDEO_7345543122400726305,300.65,88.14,143.31,310.38,77.06,182.07,216.02,109.35,58.63,647.31,97.28,146.38,240.08,118.47,67.11
VIDEO_7345753568462261537,134.9,180.92,33.64,115.05,203.73,20.9,,,,,,,,,
VIDEO_7345850735894072609,53.24,194.68,32.94,47.36,196.2,32.25,,,,,,,,,
VIDEO_7346110636008475937,128.87,82.76,83.49,142.05,87.45,86.98,143.18,108.05,62.43,134.01,119.4,81.21,113.29,2.28,13.02
VIDEO_7346541062267079968,6.24,128.5,72.39,184.66,140.18,72.58,369.4,138.94,68.78,106.71,122.96,88.31,135.53,122.67,77.77
VIDEO_7346623546229099781,193.91,126.69,32.37,120.24,146.43,30.96,233.5,130.76,54.9,,,,,,
VIDEO_7348097820320173344,289.76,76.25,74.63,284.44,75.61,74.82,122.72,170.06,65.93,238.38,40.04,101.06,76.98,86.71,52.27
VIDEO_7348379737519082784,413.38,117.33,104.46,167.83,115.97,141.92,130.04,64.58,141.21,193.33,94.91,70.36,149.44,99.17,98.19
VIDEO_7348384350297165061,55.95,147.03,59.41,50.31,151.46,55.13,16.15,116.9,67.35,101.39,144.13,51.73,,,
VIDEO_7348413567797841185,643.65,142.37,110.05,674.57,140.15,111.94,,,,,,,,,
VIDEO_7348433044216253729,41.1,171.62,43.87,44.19,173.17,42.59,,,,,,,,,
VIDEO_7348717316856712480,204.01,27.74,186.48,387.39,32.46,184.73,410.03,36.41,160.99,700.51,151.79,74.83,700.79,151.78,74.31
VIDEO_7348766265927814432,80.77,54.81,220.85,84.76,52.48,223.45,168.37,42.55,240.18,127.55,51.22,232.15,109.26,53.32,228.54
VIDEO_7349173304613162246,40.72,168.4,43.28,30.19,128.43,99.7,43.75,105.76,103.89,38.91,114.17,100.22,23.21,162.38,60.59
VIDEO_7350207537771220256,9.56,29.44,125.01,28.95,87.75,125.8,8.86,106.63,133.05,0.0,0.0,0.0,,,
VIDEO_7350221322317761825,217.29,34.96,232.51,206.2,43.89,207.78,210.98,39.81,211.4,213.94,41.9,235.54,214.96,54.0,186.39
VIDEO_7350265065762819360,180.42,127.05,97.5,150.22,127.91,97.28,,,,,,,,,
VIDEO_7350310562586283297,1091.8,121.5,75.9,960.5,120.67,78.75,,,,,,,,,
VIDEO_7350708094302735649,277.58,186.94,29.4,155.4,131.82,65.4,194.97,137.18,71.96,155.92,172.21,47.41,209.43,223.06,2.42
VIDEO_7350954462992682272,170.61,96.04,77.76,154.87,85.55,79.8,148.79,82.13,77.5,132.58,62.47,102.8,162.9,118.21,86.03
VIDEO_7351073088601148704,126.69,131.16,68.44,126.35,130.82,69.05,128.02,135.93,51.61,133.77,147.54,30.17,,,
VIDEO_7351084194061126945,3150.12,102.27,67.51,604.96,120.77,82.56,432.13,124.43,78.86,573.54,161.19,26.95,2086.23,143.44,36.81
VIDEO_7351779832969104673,473.62,132.75,92.39,177.68,168.06,9.51,170.54,172.34,8.47,136.73,167.68,46.15,270.31,150.01,33.15
VIDEO_7352233957276044577,241.03,96.12,75.13,204.7,91.72,77.71,282.63,100.92,69.11,286.11,108.93,76.25,293.45,115.79,71.45
VIDEO_7353226118662589728,243.69,166.25,43.58,262.43,166.61,43.58,,,,,,,,,
VIDEO_7353535610641976609,126.4,185.87,44.33,148.58,184.97,47.09,,,,,,,,,
VIDEO_7354009165796216097,42.86,154.04,25.9,85.37,152.84,29.38,3.23,118.6,26.85,81.96,171.01,21.78,50.1,151.67,60.35
VIDEO_7354275810578140449,232.16,106.21,114.9,243.12,106.62,112.91,,,,,,,,,
VIDEO_7354350552693656864,423.01,133.64,100.32,420.03,135.39,98.41,433.44,134.15,101.01,454.29,109.3,124.06,,,
VIDEO_7354375095868984608,190.92,133.5,82.4,207.66,136.31,83.22,,,,,,,,,
VIDEO_7355500880721939744,244.09,129.21,86.68,377.08,128.54,90.58,,,,,,,,,
VIDEO_7355765566625402144,418.45,145.43,56.67,182.07,148.44,86.17,185.77,204.42,47.5,341.59,138.54,83.22,,,
VIDEO_7356509644170333473,372.64,96.43,93.68,351.36,101.29,90.85,,,,,,,,,
VIDEO_7356608348030012704,196.93,53.4,66.48,194.35,53.33,66.39,167.35,44.55,81.0,79.5,2.54,35.96,,,
VIDEO_7357327030335114528,613.52,135.43,66.09,930.31,145.29,49.0,,,,,,,,,
VIDEO_7357646734354304289,78.77,152.1,97.84,897.36,135.09,84.39,153.86,135.48,101.98,1500.64,126.31,123.27,93.76,137.4,139.48
VIDEO_7358723892992642336,576.49,135.38,97.25,624.09,134.2,97.37,,,,,,,,,
VIDEO_7358820174952172832,497.77,109.7,117.03,502.61,117.0,117.72,,,,,,,,,
VIDEO_7360309213765045536,256.15,115.59,117.79,194.66,130.19,105.67,,,,,,,,,
VIDEO_7361030582446378272,257.17,79.22,121.19,322.71,82.54,117.05,,,,,,,,,
VIDEO_7361057454454508833,362.22,172.19,64.25,352.65,174.37,62.73,1241.61,151.08,66.88,462.05,178.28,58.05,,,
VIDEO_7361717788299250976,955.07,130.12,88.6,1131.06,129.79,92.88,,,,,,,,,
VIDEO_7361799258107841825,168.32,118.55,111.92,251.28,118.23,102.48,,,,,,,,,
VIDEO_7362544046675447073,65.84,102.77,156.62,92.32,105.5,146.2,68.92,75.69,76.02,337.07,171.63,35.41,153.13,152.54,63.62
VIDEO_7363657122795490593,512.58,129.16,97.4,529.79,127.88,97.62,518.46,131.75,98.89,528.92,129.25,98.22,526.14,131.55,98.17
VIDEO_7365161137324805408,296.28,139.94,112.26,234.95,140.8,110.87,,,,,,,,,
VIDEO_7365841944318086432,2.64,191.45,19.36,2.88,190.7,29.52,,,,,,,,,
VIDEO_7366182227119525152,257.15,102.34,81.26,252.46,103.51,79.94,,,,,,,,,
VIDEO_7366603470272515361,257.7,100.18,59.05,243.14,102.59,57.61,182.59,105.33,56.41,108.63,43.13,134.78,,,
VIDEO_7367273018181160224,809.97,118.94,90.03,957.8,122.3,90.72,,,,,,,,,
VIDEO_7368427984539127073,439.17,119.5,113.01,395.5,120.34,112.2,31.34,40.88,120.1,1043.34,148.39,63.54,100.63,49.83,114.08
VIDEO_7369613653626113313,884.73,95.22,121.41,709.04,96.27,117.57,,,,,,,,,
VIDEO_7369623012087172384,352.03,118.56,111.21,200.91,121.04,109.89,204.13,118.13,133.51,721.13,117.3,104.66,130.19,113.33,57.83
VIDEO_7369882061445926177,59.08,69.31,149.65,59.81,69.49,149.45,,,,,,,,,
VIDEO_7369936386000031009,119.45,123.75,103.6,232.52,109.25,62.33,513.24,132.81,69.24,561.04,117.12,89.18,160.91,121.89,79.55
VIDEO_7369943098031443233,46.97,114.1,42.42,46.5,113.68,42.68,,,,,,,,,
VIDEO_7371436708778315041,202.6,185.08,64.45,202.38,178.46,69.31,,,,,,,,,
VIDEO_7371791896622173473,1078.41,95.91,106.72,752.82,95.78,107.66,,,,,,,,,
VIDEO_7372132003078032672,169.02,101.11,21.92,184.14,96.8,23.3,,,,,,,,,
VIDEO_7372168611449900321,406.43,131.62,117.81,402.98,133.86,116.56,,,,,,,,,
VIDEO_7372534191776386336,93.76,134.58,49.0,72.34,119.44,91.06,1.35,236.22,29.76,23.79,42.4,121.75,7.58,152.51,60.43
VIDEO_7372567531258727712,194.35,20.83,21.12,335.47,47.84,40.12,497.22,111.53,82.63,245.29,166.78,43.0,,,
VIDEO_7374072615356353825,10.8,47.4,137.55,7.09,31.61,169.63,2.1,70.46,148.11,5.28,96.24,73.31,2.92,87.83,75.66
VIDEO_7374412100833250593,67.98,102.82,76.6,73.12,112.92,54.07,72.99,112.86,54.41,71.6,152.62,29.19,61.5,146.02,53.18
VIDEO_7374727208394411297,1053.04,114.74,115.81,809.64,127.06,102.73,811.5,126.66,104.37,992.86,154.81,40.99,906.0,126.21,72.69
VIDEO_7375160946618076449,29.79,94.38,62.13,5.61,104.45,44.75,69.66,106.83,50.77,103.33,122.48,82.52,8.13,84.41,80.11
VIDEO_7376630682824576289,31.96,129.96,111.08,30.77,130.64,110.28,1352.68,132.05,113.46,568.41,126.08,127.49,303.88,140.85,145.54
VIDEO_7377004580510436641,430.54,175.15,9.18,467.04,171.99,19.67,598.04,122.39,80.82,319.36,119.16,94.12,,,
VIDEO_7377811070636920096,166.97,118.41,65.45,127.39,115.2,64.04,,,,,,,,,
VIDEO_7378467106636991777,130.94,215.51,38.75,225.54,186.26,54.72,17.95,116.45,92.2,180.02,70.13,238.91,0.0,0.0,0.0
VIDEO_7379167807679761697,1338.72,131.82,45.05,1410.7,132.1,44.87,,,,,,,,,
VIDEO_7379193504355978528,8.75,142.29,125.89,10.46,144.07,127.64,,,,,,,,,
VIDEO_7379227737271094561,183.07,215.82,14.16,240.23,193.11,23.7,4.08,94.96,54.73,178.2,70.11,238.9,0.0,0.0,0.0
VIDEO_7379994182741429536,114.44,124.13,75.07,200.79,127.65,100.18,364.15,112.86,108.12,274.38,106.94,118.31,5.6,142.87,104.22
VIDEO_7381115594076146977,273.15,132.32,46.53,192.99,127.42,52.74,,,,,,,,,
VIDEO_7381446389819018529,872.45,131.69,43.6,771.28,132.0,43.53,,,,,,,,,
VIDEO_7382166710029208865,77.31,220.8,25.82,86.64,219.43,24.5,82.51,219.34,26.03,179.14,69.87,239.46,,,
VIDEO_7382840415893998880,844.93,122.95,68.14,650.78,121.37,66.71,410.8,133.48,51.29,659.19,133.26,55.63,470.44,134.78,65.17
VIDEO_7383600515478736161,2821.8,141.18,93.42,2839.59,141.54,93.24,2809.82,142.06,93.08,1240.17,122.3,111.19,1663.96,133.59,105.45
VIDEO_7384098121715813664,62.67,114.51,82.93,150.54,124.48,85.95,183.31,125.02,87.89,163.4,115.85,89.04,,,
VIDEO_7384476119744974112,1741.65,90.82,119.66,1199.83,93.96,116.06,1073.4,93.5,118.54,77.12,117.41,108.84,120.93,50.37,188.52
VIDEO_7384844059896057120,736.82,112.26,111.61,340.17,41.45,139.84,1292.34,118.52,77.25,16.72,93.12,33.25,412.78,131.86,77.68
VIDEO_7385258008760028448,411.92,99.21,105.02,670.42,124.19,121.53,1427.12,141.27,103.13,318.33,119.77,146.08,,,
VIDEO_7386194546062839073,110.33,45.55,156.61,115.16,45.45,157.22,120.96,45.42,158.5,320.86,107.81,113.12,,,
VIDEO_7387308322162052385,52.56,117.42,73.53,65.29,114.66,75.82,9.08,137.51,49.64,,,,,,
VIDEO_7388136382436281633,415.89,130.81,91.51,298.87,120.56,88.31,,,,,,,,,
VIDEO_7388867149407849760,38.64,133.58,112.48,52.52,134.28,111.52,53.48,135.72,108.66,441.64,154.87,84.1,,,
VIDEO_7390334004001639713,3158.0,140.14,123.12,2601.88,140.95,127.1,2648.67,145.95,132.52,282.62,132.78,113.85,,,
VIDEO_7390632928780340512,92.98,62.31,219.76,94.8,62.34,219.55,102.96,62.21,219.8,278.35,121.03,155.95,,,
VIDEO_7391036925550906657,822.1,120.43,85.39,547.38,120.77,77.32,,,,,,,,,
VIDEO_7391169699821669665,161.93,102.38,89.33,126.0,112.27,84.68,,,,,,,,,
VIDEO_7391756601100651809,163.6,73.16,212.14,169.94,73.88,213.06,176.48,73.41,212.77,236.08,130.57,149.63,,,
VIDEO_7391769807764458784,903.77,155.08,42.41,728.54,148.07,57.44,464.58,147.98,60.91,4110.95,120.79,113.1,1084.98,120.47,126.82
VIDEO_7391864864840387872,167.52,122.5,121.73,198.96,119.45,128.35,,,,,,,,,
VIDEO_7391879654983912736,496.01,122.42,124.38,471.83,121.96,125.88,,,,,,,,,
VIDEO_7392856168214957345,122.51,74.11,195.22,119.8,74.47,195.22,130.87,74.18,195.04,190.15,131.0,138.6,,,
VIDEO_7392879054988397856,665.13,124.04,82.56,697.01,127.71,94.35,,,,,,,,,
VIDEO_7393260705048268065,2285.49,106.43,143.46,2426.4,107.44,141.89,,,,,,,,,
VIDEO_7393316600922885409,121.92,126.89,89.99,157.95,125.83,97.16,0.97,234.69,31.39,320.0,118.12,87.27,53.7,153.61,187.26
VIDEO_7393953054967581985,702.64,122.79,116.82,546.41,125.19,113.2,,,,,,,,,
VIDEO_7394351547376880929,13.0,153.65,112.58,16.61,155.34,131.93,8.81,161.02,98.32,5.49,133.76,120.77,3.92,122.18,161.14
VIDEO_7394757283214806305,417.44,127.75,72.09,216.28,107.64,61.63,,,,,,,,,
VIDEO_7395189160081935649,3080.06,140.58,117.55,2538.3,140.8,118.07,,,,,,,,,
VIDEO_7395222817677085985,1641.09,136.75,118.86,1565.26,138.43,110.23,,,,,,,,,
VIDEO_7395950056001572128,369.14,131.91,140.53,383.47,131.85,140.84,401.85,132.04,140.99,1750.7,129.55,143.58,,,
VIDEO_7396708038398266656,198.02,132.39,39.55,189.57,132.84,40.06,,,,,,,,,
VIDEO_7396981634572078369,1156.69,116.68,119.55,758.62,122.12,121.68,,,,,,,,,
VIDEO_7397062762150513952,134.03,112.2,85.03,122.12,116.18,85.13,116.65,115.8,73.19,232.3,118.92,120.67,562.19,97.45,115.63
VIDEO_7397696022975188257,547.77,109.07,75.16,324.91,120.38,69.87,,,,,,,,,
VIDEO_7399196283501628705,7.24,70.64,122.93,4.21,77.26,119.56,2.68,92.86,95.4,338.81,134.25,96.48,,,
