,video_id,R1,G1,B1,W1,R2,G2,B2,W2,R3,G3,B3,W3
931,VIDEO_7264519435086466336,173,191,222,0.552202380952381,93,110,122,0.18125,29,55,55,0.26654761904761903
932,VIDEO_7262363967157226785,54,73,44,0.24096428571428571,215,209,200,0.29185714285714287,113,135,102,0.46717857142857144
933,VIDEO_7261965250864467232,194,177,159,0.32388392857142856,64,39,20,0.3208482142857143,123,127,75,0.35526785714285714
934,VIDEO_7260420548553887002,213,216,224,0.46620535714285716,91,148,162,0.4550892857142857,55,75,69,0.07870535714285715
935,VIDEO_7225641498249891099,81,93,103,0.28125,206,208,202,0.07214285714285715,31,41,56,0.6466071428571428
936,VIDEO_7225245362678762779,144,170,179,0.34089285714285716,24,30,40,0.07221428571428572,197,202,215,0.5868928571428571
937,VIDEO_7224177146263063835,175,184,213,0.8425510204081633,101,110,127,0.06545918367346938,13,19,26,0.09198979591836735
938,VIDEO_7221550036172213509,20,16,25,0.3780357142857143,163,176,196,0.3770918367346939,87,96,104,0.24487244897959184
939,VIDEO_7214886818368490758,187,194,211,0.46851190476190474,27,49,76,0.24869047619047618,104,121,150,0.282797619047619
940,VIDEO_7213794863630912773,117,129,154,0.2463095238095238,184,191,207,0.7273214285714286,37,49,61,0.02636904761904762
941,VIDEO_7210067304095173893,190,200,216,0.46860714285714283,94,116,146,0.37585714285714283,21,38,55,0.15553571428571428
942,VIDEO_7209259784263060742,114,133,156,0.2799642857142857,192,198,206,0.5183928571428571,42,52,72,0.20164285714285715
943,VIDEO_7208590550348434694,70,96,141,0.32416666666666666,183,192,208,0.51625,72,48,43,0.15958333333333333
944,VIDEO_7204870147855748357,181,184,199,0.430952380952381,23,30,41,0.2061904761904762,87,95,117,0.3628571428571429
945,VIDEO_7200418269629582597,232,235,227,0.4492857142857143,147,107,76,0.21151785714285715,13,12,19,0.33919642857142857
946,VIDEO_7197448084119506182,198,196,207,0.3126785714285714,11,61,106,0.12896428571428573,159,160,172,0.5583571428571429
947,VIDEO_7197086542479854854,108,136,182,0.5125595238095239,44,59,76,0.32895833333333335,179,193,216,0.15848214285714285
948,VIDEO_7195607365813636357,196,200,216,0.66275,35,49,74,0.11289285714285714,105,129,168,0.22435714285714287
949,VIDEO_7193751547749223685,191,201,218,0.6364285714285715,43,63,110,0.20672619047619048,124,139,167,0.1568452380952381
950,VIDEO_7192254185969044742,87,125,191,0.44310714285714287,30,42,68,0.05360714285714286,108,151,220,0.5032857142857143
951,VIDEO_7191515883330669830,119,147,182,0.34306547619047617,57,91,132,0.24717261904761906,188,200,220,0.40976190476190477
952,VIDEO_7189927984172666118,99,105,147,0.029523809523809525,15,37,82,0.1718452380952381,135,166,223,0.7986309523809524
953,VIDEO_7185200340310969605,233,213,218,0.4820535714285714,58,29,50,0.16071428571428573,162,129,168,0.35723214285714283
954,VIDEO_7184831364422814981,122,135,162,0.37154761904761907,23,18,27,0.2911309523809524,197,206,221,0.33732142857142855
955,VIDEO_7184457014217657606,157,180,192,0.6421875,76,76,84,0.029464285714285714,195,209,213,0.3283482142857143
956,VIDEO_7174022295978003717,52,94,139,0.29696428571428574,117,142,169,0.33398809523809525,188,191,194,0.36904761904761907
957,VIDEO_7161523791154236677,102,106,125,0.2475,21,22,34,0.5446875,196,211,232,0.2078125
958,VIDEO_7130169267454070021,44,113,169,0.3596785714285714,75,83,71,0.35210714285714284,168,173,180,0.2882142857142857
959,VIDEO_7125392158063955205,106,143,202,0.2626339285714286,115,123,76,0.45566964285714284,210,210,208,0.28169642857142857
960,VIDEO_7113472331917298949,76,87,56,0.3110267857142857,173,181,188,0.27035714285714285,127,118,111,0.41861607142857143
961,VIDEO_7078216427131473157,40,29,41,0.07232142857142858,194,194,202,0.5065625,21,91,137,0.42111607142857144
962,VIDEO_7070486062182731013,39,48,91,0.30797619047619046,190,203,217,0.3382142857142857,63,105,160,0.3538095238095238
963,VIDEO_7050156581652106502,91,102,115,0.44160714285714286,30,33,39,0.11071428571428571,201,204,209,0.4476785714285714
964,VIDEO_6927547229486058757,148,154,185,0.3731122448979592,34,29,46,0.2456377551020408,217,217,227,0.38125
965,VIDEO_6913929490305420545,194,195,209,0.7695918367346939,88,85,97,0.0748469387755102,139,140,155,0.15556122448979592
966,VIDEO_6896455617523813633,152,160,182,0.4670714285714286,89,103,134,0.26867857142857143,194,200,223,0.26425
967,VIDEO_6894530886105042178,92,102,134,0.3842857142857143,173,181,200,0.5549553571428572,218,51,67,0.060758928571428575
968,VIDEO_6886076315288554754,34,40,60,0.09803571428571428,185,190,205,0.26517857142857143,58,97,154,0.6367857142857143
969,VIDEO_6885984385670122753,141,144,161,0.467780612244898,46,71,107,0.36306122448979594,214,219,229,0.1691581632653061
970,VIDEO_6885735124013550850,37,59,90,0.23424107142857142,162,175,192,0.3986160714285714,86,119,162,0.36714285714285716
971,VIDEO_6880792115329142018,229,226,228,0.6641071428571429,14,13,14,0.045535714285714284,178,162,168,0.29035714285714287
972,VIDEO_6880117942432959746,174,183,197,0.63125,15,73,147,0.20567857142857143,52,117,182,0.16307142857142856
973,VIDEO_6875699019520298242,112,131,176,0.29885204081632655,205,207,226,0.42698979591836733,26,75,132,0.2741581632653061
974,VIDEO_6875610422578351362,185,196,207,0.20839285714285713,59,79,70,0.6087202380952381,122,140,153,0.18288690476190475
975,VIDEO_6860766213992090886,37,124,160,0.3294940476190476,130,167,217,0.2975,99,109,98,0.37300595238095235
976,VIDEO_6834420537545084166,155,136,118,0.52275,63,59,60,0.18946428571428572,188,190,197,0.2877857142857143
977,VIDEO_6825975879940820230,169,190,219,0.31611607142857145,49,58,52,0.28950892857142857,109,141,188,0.394375
978,VIDEO_6750983141873224966,67,87,126,0.26671428571428574,130,140,170,0.35310714285714284,183,180,200,0.3801785714285714
979,VIDEO_6739804771013774597,209,209,221,0.26964285714285713,138,145,175,0.4961309523809524,71,94,139,0.23422619047619048
980,VIDEO_7606360801234013462,33,37,55,0.20544642857142856,105,140,193,0.6586607142857143,180,202,229,0.13589285714285715
981,VIDEO_7603412461068291350,108,117,127,0.37191964285714285,60,68,77,0.3048214285714286,170,178,184,0.32325892857142857
982,VIDEO_7602968538319539478,210,203,225,0.467,52,44,51,0.09017857142857143,127,131,169,0.4428214285714286
983,VIDEO_7594911702613773590,174,178,186,0.5152857142857142,78,101,138,0.3811428571428571,34,38,44,0.10357142857142858
984,VIDEO_7593727684606168342,168,169,170,0.8609375,65,56,55,0.12334821428571428,249,249,248,0.015714285714285715
985,VIDEO_7593661214027156758,0,0,0,0.6695833333333333,114,148,197,0.3061309523809524,47,47,64,0.024285714285714285
986,VIDEO_7593403675297467651,186,205,222,0.48,60,62,73,0.24351190476190476,157,170,184,0.27648809523809526
987,VIDEO_7592281951206133014,153,184,212,0.1579017857142857,27,55,85,0.4635714285714286,70,106,152,0.3785267857142857
988,VIDEO_7592263862284586263,51,60,71,0.40414285714285714,188,192,193,0.21289285714285713,117,140,163,0.3829642857142857
989,VIDEO_7590184087122660630,170,143,132,0.10299107142857143,12,10,12,0.7109375,89,68,63,0.18607142857142858
990,VIDEO_7587134900852100374,15,12,16,0.6463775510204082,201,208,211,0.18252551020408164,111,101,106,0.17109693877551022
991,VIDEO_7587070120556580118,93,84,96,0.35496428571428573,10,7,12,0.5485714285714286,160,151,167,0.09646428571428571
992,VIDEO_7584105481719844118,166,171,198,0.6832738095238096,232,226,222,0.19577380952380952,36,37,59,0.12095238095238095
993,VIDEO_7583420207629225238,103,100,132,0.5505952380952381,34,27,41,0.1624404761904762,188,134,118,0.2869642857142857
994,VIDEO_7581507576219618582,74,90,115,0.5851339285714285,137,150,167,0.2290625,209,217,222,0.18580357142857143
995,VIDEO_7580065942730738966,193,201,210,0.2679910714285714,112,136,162,0.3208482142857143,39,71,109,0.41116071428571427
996,VIDEO_7579287270092459286,177,209,222,0.07214285714285715,45,43,44,0.20544642857142856,134,126,121,0.7224107142857142
997,VIDEO_7577374333048196374,63,110,174,0.7109821428571429,110,170,234,0.2635416666666667,30,50,84,0.025476190476190475
998,VIDEO_7577096797580053782,49,51,66,0.21455357142857143,177,201,232,0.3187946428571429,141,162,193,0.4666517857142857
999,VIDEO_7577088828171734294,178,201,229,0.5577380952380953,46,53,63,0.1949404761904762,132,149,175,0.24732142857142858
1000,VIDEO_7575170897451945238,172,189,212,0.6204910714285714,122,134,154,0.18294642857142857,33,40,54,0.1965625
1001,VIDEO_7575105754374458646,94,116,134,0.35735119047619046,19,36,57,0.36104166666666665,176,192,203,0.28160714285714283
1002,VIDEO_7574759080368114966,190,202,216,0.31032738095238094,116,124,148,0.554702380952381,46,51,57,0.1349702380952381
1003,VIDEO_7572605667299708182,135,143,162,0.24589285714285714,67,67,78,0.3335714285714286,188,206,231,0.4205357142857143
1004,VIDEO_7571893908754451734,198,206,208,0.4194897959183673,105,28,28,0.22979591836734695,129,150,152,0.3507142857142857
1005,VIDEO_7571134268403895574,23,20,23,0.26803571428571427,94,101,120,0.35910714285714285,197,196,202,0.37285714285714283
1006,VIDEO_7566941841996647702,19,13,15,0.514375,185,170,167,0.200625,128,62,61,0.285
1007,VIDEO_7566313596351778070,42,87,136,0.3939285714285714,31,32,41,0.17101190476190475,185,194,202,0.4350595238095238
1008,VIDEO_7565953021411216662,54,53,59,0.4302232142857143,198,214,227,0.41017857142857145,125,131,139,0.15959821428571427
1009,VIDEO_7564069366606679318,185,191,198,0.41901785714285716,106,107,112,0.23459821428571428,206,213,221,0.3463839285714286
1010,VIDEO_7494193739187916054,59,51,48,0.2205952380952381,219,221,220,0.5361309523809524,167,159,150,0.24327380952380953
1011,VIDEO_7493955664008498454,34,33,41,0.08357142857142857,187,203,221,0.6904285714285714,102,105,114,0.226
1012,VIDEO_7493248933460741378,123,97,98,0.15851190476190477,196,201,211,0.6663392857142857,46,139,190,0.1751488095238095
1013,VIDEO_7485818484723567894,32,33,48,0.2532142857142857,198,209,223,0.5768571428571428,130,121,145,0.16992857142857143
1014,VIDEO_7484305196332436758,211,203,195,0.29577380952380955,117,122,152,0.4567857142857143,52,62,90,0.24744047619047618
1015,VIDEO_7483220883759303959,193,203,217,0.6129642857142857,48,31,39,0.14507142857142857,119,130,152,0.24196428571428572
1016,VIDEO_7482898265906646294,66,68,91,0.3942857142857143,4,3,8,0.4475,139,134,144,0.15821428571428572
1017,VIDEO_7480938335133863190,173,187,206,0.5869642857142857,159,173,192,0.40214285714285714,82,90,101,0.010892857142857143
1018,VIDEO_7480244111207976214,114,122,155,0.4574404761904762,62,71,99,0.24988095238095237,199,199,207,0.29267857142857145
1019,VIDEO_7476157177149803798,184,191,195,0.475625,51,49,62,0.2775892857142857,133,138,144,0.24678571428571427
1020,VIDEO_7463500754318347542,212,213,216,0.6422619047619048,42,41,41,0.2144047619047619,151,132,112,0.14333333333333334
1021,VIDEO_7459503727737687318,202,213,225,0.28165178571428573,37,78,131,0.43758928571428574,101,140,188,0.2807589285714286
1022,VIDEO_7458336545490193686,174,197,224,0.6113520408163265,46,53,66,0.19849489795918368,121,132,152,0.1901530612244898
1023,VIDEO_7451599218545970454,206,207,206,0.18039285714285713,49,52,59,0.19839285714285715,118,123,127,0.6212142857142857
1024,VIDEO_7429021024517229857,43,37,59,0.44953571428571426,178,170,180,0.1987857142857143,111,95,121,0.35167857142857145
1025,VIDEO_7421927684965502240,42,41,43,0.3555952380952381,200,202,206,0.3651785714285714,130,121,116,0.27922619047619046
1026,VIDEO_7421838132624002336,51,55,63,0.16852678571428573,192,207,227,0.6879464285714286,107,112,123,0.1435267857142857
1027,VIDEO_7418230327207939360,109,118,132,0.19678571428571429,39,46,62,0.2953928571428571,180,175,177,0.5078214285714285
1028,VIDEO_7348413567797841185,127,153,184,0.32476190476190475,23,71,126,0.3935119047619048,206,220,236,0.28172619047619046
1029,VIDEO_7345515480288922912,48,34,35,0.4507857142857143,202,218,241,0.42646428571428574,151,121,119,0.12275
1030,VIDEO_7345144791094660384,162,191,223,0.36892857142857144,18,80,153,0.2792857142857143,95,134,191,0.3517857142857143
1031,VIDEO_7342536344561896737,51,36,51,0.3921428571428571,105,119,152,0.28433035714285715,211,219,229,0.3235267857142857
1032,VIDEO_7340684346040290593,165,175,196,0.46053571428571427,27,27,49,0.3389285714285714,116,119,137,0.2005357142857143
1033,VIDEO_7338070752501026081,110,83,95,0.17904761904761904,199,209,222,0.604077380952381,24,20,28,0.216875
1034,VIDEO_7329560864518901024,215,221,227,0.5055714285714286,40,62,82,0.24471428571428572,103,126,143,0.24971428571428572
1035,VIDEO_7327333280297127201,55,74,111,0.45029761904761906,184,196,210,0.3938690476190476,103,128,164,0.15583333333333332
1036,VIDEO_7324741085438397729,209,214,215,0.37473214285714285,68,81,100,0.2507738095238095,147,154,163,0.37449404761904764
1037,VIDEO_7319902152686718241,210,218,229,0.5406428571428571,91,123,167,0.17260714285714285,34,63,104,0.28675
1038,VIDEO_7312851563037330721,50,86,136,0.34214285714285714,32,35,46,0.19741071428571427,210,217,226,0.4604464285714286
1039,VIDEO_7302473271067397409,61,60,55,0.2435267857142857,207,195,182,0.33102678571428573,169,137,109,0.42544642857142856
1040,VIDEO_7301350531325365537,160,155,157,0.18903571428571428,218,217,215,0.7279642857142857,58,50,50,0.083
1041,VIDEO_7298393830204640545,138,163,182,0.18607142857142858,31,36,46,0.16642857142857143,178,211,235,0.6475
1042,VIDEO_7296889866002910497,73,68,67,0.2941666666666667,221,221,220,0.40958333333333335,130,124,124,0.29625
1043,VIDEO_7296154996683410720,95,95,134,0.38931122448979594,205,191,216,0.31173469387755104,31,22,29,0.2989540816326531
1044,VIDEO_7294659855434911008,117,115,120,0.6280357142857143,24,22,25,0.06595238095238096,158,153,151,0.30601190476190476
1045,VIDEO_7294284376454532384,169,184,197,0.40629464285714284,2,3,5,0.2740625,58,119,159,0.3196428571428571
1046,VIDEO_7293541624359996704,157,162,172,0.2654464285714286,75,73,80,0.24955357142857143,210,220,233,0.485
1047,VIDEO_7293173989143366945,62,52,47,0.1905952380952381,134,130,138,0.5407738095238095,201,210,208,0.26863095238095236
1048,VIDEO_7291678102948810016,187,193,200,0.608125,29,26,29,0.1203125,65,90,119,0.2715625
1049,VIDEO_7290947930108857633,193,205,216,0.16047619047619047,77,95,123,0.3916071428571429,140,156,178,0.4479166666666667
1050,VIDEO_7287983702959869217,27,85,155,0.5896428571428571,198,213,230,0.19226190476190477,113,150,197,0.2180952380952381
1051,VIDEO_7286863155026808096,114,140,172,0.23654761904761903,216,223,228,0.5496130952380952,40,71,111,0.2138392857142857
1052,VIDEO_7278768931857354016,148,169,191,0.21385714285714286,23,92,141,0.4557857142857143,218,219,227,0.33035714285714285
1053,VIDEO_7264884699636469025,182,200,224,0.48428571428571426,48,93,153,0.32360119047619046,102,139,188,0.19211309523809525
1054,VIDEO_7262465807949647136,50,58,56,0.2586309523809524,98,142,207,0.37666666666666665,193,200,159,0.36470238095238094
1055,VIDEO_7239729661788359962,207,211,215,0.2785714285714286,71,76,75,0.42596428571428574,155,158,165,0.29546428571428573
1056,VIDEO_7228976565445512475,83,118,170,0.3160267857142857,71,50,63,0.2591517857142857,183,188,202,0.42482142857142857
1057,VIDEO_7221177538855423258,37,61,102,0.32160714285714287,116,138,175,0.3389285714285714,177,189,208,0.3394642857142857
1058,VIDEO_7216365794093976838,43,34,51,0.37008928571428573,189,199,229,0.44651785714285713,118,113,137,0.18339285714285714
1059,VIDEO_7215252214514715909,161,161,166,0.4436160714285714,18,18,21,0.2621428571428571,20,61,117,0.2942410714285714
1060,VIDEO_7210817231368785158,181,178,179,0.6887142857142857,76,73,69,0.11946428571428572,133,130,132,0.19182142857142856
1061,VIDEO_7210074063765638406,201,209,221,0.3146875,55,38,37,0.36857142857142855,142,144,151,0.31674107142857144
1062,VIDEO_7208952610336820485,66,64,74,0.35214285714285715,195,199,215,0.4361904761904762,117,118,128,0.21166666666666667
1063,VIDEO_7207842110316268805,107,105,105,0.6080357142857142,68,72,80,0.19101190476190477,197,178,148,0.20095238095238097
1064,VIDEO_7204874673367125254,130,124,116,0.15775510204081633,170,167,167,0.5763775510204082,44,52,67,0.2658673469387755
1065,VIDEO_7204395621468392709,69,55,58,0.3557440476190476,162,184,213,0.31205357142857143,110,119,140,0.33220238095238097
1066,VIDEO_7203763760538897669,187,176,172,0.4348511904761905,60,65,88,0.3256845238095238,116,124,149,0.2394642857142857
1067,VIDEO_7203019203857665286,176,196,229,0.3473809523809524,28,36,77,0.3032142857142857,81,113,180,0.3494047619047619
1068,VIDEO_7202277032938540294,110,146,194,0.4326785714285714,30,65,114,0.2213392857142857,191,199,218,0.34598214285714285
1069,VIDEO_7199677935949778181,171,177,187,0.41517857142857145,105,120,143,0.36910714285714286,40,46,55,0.21571428571428572
1070,VIDEO_7198558888940113158,96,142,158,0.32625,202,202,205,0.374,41,76,92,0.29975
1071,VIDEO_7198194674354457861,44,135,165,0.44157142857142856,106,48,62,0.3683214285714286,205,202,203,0.19010714285714286
1072,VIDEO_7197080264625966341,120,138,155,0.44803571428571426,45,75,90,0.22553571428571428,178,193,208,0.3264285714285714
1073,VIDEO_7194859372227480838,164,134,113,0.3848214285714286,104,43,42,0.5155357142857143,218,201,192,0.09964285714285714
1074,VIDEO_7192617192850984198,61,55,51,0.5879761904761904,195,197,182,0.12666666666666668,119,123,115,0.28535714285714286
1075,VIDEO_7190456972418862342,173,183,203,0.6242410714285714,35,57,96,0.15450892857142856,123,133,155,0.22125
1076,VIDEO_7188189006851575046,101,116,158,0.3989285714285714,197,198,203,0.2488095238095238,27,57,99,0.3522619047619048
1077,VIDEO_7187436390131453190,117,119,128,0.47729166666666667,186,187,192,0.25032738095238094,31,36,49,0.2723809523809524
1078,VIDEO_7184459390143974662,133,123,116,0.42507142857142854,182,167,155,0.28510714285714284,56,53,50,0.28982142857142856
1079,VIDEO_7183477138249485594,63,42,46,0.22485714285714287,8,4,6,0.6404642857142857,151,103,107,0.13467857142857143
1080,VIDEO_7182978974253944069,43,49,62,0.2342857142857143,197,217,237,0.47039285714285717,117,123,140,0.29532142857142857
1081,VIDEO_7177417414542429445,188,197,206,0.3273214285714286,45,74,114,0.35988095238095236,113,135,161,0.31279761904761905
1082,VIDEO_7173695147639655686,75,125,185,0.4625,183,206,225,0.2092857142857143,28,28,45,0.32821428571428574
1083,VIDEO_7172507378498260229,183,206,217,0.34010714285714283,17,61,123,0.3229642857142857,102,130,150,0.3369285714285714
1084,VIDEO_7170730138965970181,93,122,171,0.5011479591836735,32,42,61,0.09056122448979592,152,176,220,0.40829081632653064
1085,VIDEO_7168935772777614597,75,82,88,0.19455357142857144,180,205,230,0.4916517857142857,130,139,144,0.31379464285714287
1086,VIDEO_7165165100075093253,43,35,46,0.18810714285714286,159,91,91,0.3762142857142857,141,129,156,0.4356785714285714
1087,VIDEO_7162123924233358598,195,201,211,0.2989732142857143,121,131,150,0.5644196428571429,56,56,65,0.13660714285714284
1088,VIDEO_7150676745937587462,116,122,144,0.22863095238095238,196,196,209,0.4438988095238095,31,49,86,0.3274702380952381
1089,VIDEO_7145110811000835333,130,135,155,0.5423809523809524,57,69,102,0.21035714285714285,196,197,201,0.24726190476190477
1090,VIDEO_7142874586755976454,28,48,81,0.297,186,182,185,0.3623928571428571,61,101,158,0.34060714285714283
1091,VIDEO_7141029212244233478,30,35,36,0.27514285714285713,113,112,90,0.3965714285714286,153,173,190,0.3282857142857143
1092,VIDEO_7125076892729756933,85,90,76,0.40517857142857144,145,148,149,0.3712755102040816,210,213,212,0.22354591836734694
1093,VIDEO_7122480993948159238,152,177,207,0.3111607142857143,103,121,147,0.5061607142857143,41,47,53,0.18267857142857144
1094,VIDEO_7095777172513721605,135,149,169,0.47785714285714287,33,29,31,0.12517857142857142,179,193,209,0.3969642857142857
1095,VIDEO_7094187420819803398,130,147,172,0.2955357142857143,54,61,81,0.23514285714285715,177,197,223,0.46932142857142856
1096,VIDEO_7093581650163944709,79,113,162,0.1770982142857143,192,200,215,0.5442857142857143,37,70,119,0.2786160714285714
1097,VIDEO_7090931568486763781,152,162,179,0.4899107142857143,182,193,210,0.39166666666666666,48,46,61,0.11842261904761905
1098,VIDEO_7083155569812589829,180,193,215,0.3901428571428571,36,67,113,0.3367142857142857,143,158,184,0.27314285714285713
1099,VIDEO_7082286078417259782,95,113,147,0.35404761904761906,39,33,43,0.2919047619047619,156,172,199,0.35404761904761906
1100,VIDEO_7078325137698770181,35,25,35,0.5033571428571428,172,202,223,0.20257142857142857,110,103,117,0.2940714285714286
1101,VIDEO_7076526059344104709,103,114,134,0.68625,32,42,60,0.135,181,178,179,0.17875
1102,VIDEO_7075734573933530373,41,47,65,0.3607142857142857,191,196,204,0.4510969387755102,89,105,133,0.18818877551020408
1103,VIDEO_7073511726888635653,194,193,198,0.355280612244898,24,39,72,0.3818877551020408,70,89,127,0.2628316326530612
1104,VIDEO_7073146702995279110,99,118,149,0.32775974025974025,40,52,74,0.27230519480519483,179,187,196,0.3999350649350649
1105,VIDEO_7069799098576112901,220,228,243,0.23779761904761904,77,128,163,0.2511111111111111,139,180,216,0.5110912698412698
1106,VIDEO_7068682786437139718,120,125,131,0.4564285714285714,182,183,182,0.4170357142857143,49,40,22,0.12653571428571428
1107,VIDEO_7068298283386506502,63,117,179,0.15982142857142856,196,200,210,0.45166666666666666,19,56,112,0.3885119047619048
1108,VIDEO_7065713702833638662,116,110,114,0.3062797619047619,56,49,55,0.27708333333333335,183,190,204,0.41663690476190474
1109,VIDEO_7063127157068844294,119,119,128,0.23565934065934066,35,49,77,0.40156593406593405,187,185,186,0.36277472527472526
1110,VIDEO_7062740749992971526,91,93,106,0.37180357142857146,171,167,168,0.3923214285714286,44,29,29,0.235875
1111,VIDEO_7061974363939261701,139,138,144,0.4463010204081633,216,214,214,0.38676020408163264,58,53,56,0.16693877551020408
1112,VIDEO_7059302103713402117,27,73,141,0.27279761904761907,183,185,196,0.41776785714285714,100,134,178,0.3094345238095238
1113,VIDEO_7058313871718714629,32,49,83,0.37385714285714283,172,179,194,0.3507142857142857,56,100,161,0.2754285714285714
1114,VIDEO_7057548200625917190,52,68,95,0.29196428571428573,160,158,163,0.5017045454545455,16,14,18,0.20633116883116884
1115,VIDEO_7057200753470950661,81,97,124,0.4874107142857143,173,185,199,0.41482142857142856,40,39,45,0.09776785714285714
1116,VIDEO_7055610539749199109,181,187,196,0.319375,95,124,162,0.34238839285714284,37,63,103,0.33823660714285714
1117,VIDEO_7054582233989958917,199,202,208,0.3493928571428571,99,146,200,0.2599642857142857,54,92,139,0.3906428571428571
1118,VIDEO_7054222416247000325,185,193,204,0.18915816326530613,31,29,38,0.30428571428571427,86,117,164,0.5065561224489796
1119,VIDEO_7051571825989422342,209,209,225,0.3809821428571429,19,81,147,0.39723214285714287,103,142,193,0.22178571428571428
1120,VIDEO_7046370407758286085,75,81,92,0.49470238095238095,36,43,58,0.3344642857142857,133,137,138,0.17083333333333334
1121,VIDEO_7043834307458141446,75,74,80,0.4332142857142857,215,201,177,0.23800595238095237,138,130,128,0.3287797619047619
1122,VIDEO_7043009038623329541,152,177,211,0.3164732142857143,72,61,67,0.19977678571428573,189,206,230,0.48375
1123,VIDEO_7042347189179403525,187,192,205,0.24642857142857144,66,87,120,0.34810714285714284,108,142,182,0.4054642857142857
1124,VIDEO_7041969079246245126,193,203,219,0.6654910714285714,40,30,42,0.1096875,62,98,145,0.22482142857142856
1125,VIDEO_7041603482742230278,206,214,216,0.3520357142857143,95,126,152,0.5733928571428571,29,31,43,0.07457142857142857
1126,VIDEO_7040105390410960133,134,153,177,0.7369642857142857,52,59,76,0.14508928571428573,90,99,117,0.11794642857142858
1127,VIDEO_7039780337739730181,142,154,174,0.9394196428571429,64,60,64,0.052946428571428575,243,245,237,0.007633928571428571
1128,VIDEO_7038638363686997254,105,132,165,0.3975892857142857,181,194,207,0.2779464285714286,48,64,89,0.3244642857142857
1129,VIDEO_7037974894553894150,180,183,204,0.42375,93,87,91,0.44660714285714287,166,149,139,0.12964285714285714
1130,VIDEO_7037757089799818502,76,73,73,0.40637987012987015,245,244,246,0.1743344155844156,131,133,141,0.41928571428571426
1131,VIDEO_7037532518978964741,57,62,80,0.3138988095238095,166,186,213,0.4160714285714286,98,104,121,0.2700297619047619
1132,VIDEO_7036807584111709445,88,104,129,0.4439642857142857,39,49,70,0.23339285714285715,170,173,180,0.3226428571428571
1133,VIDEO_7028978217117682949,58,57,59,0.20351190476190475,199,210,216,0.1725,121,133,150,0.6239880952380953
1134,VIDEO_7026756047805205766,221,227,228,0.6055803571428572,34,36,38,0.29285714285714287,129,140,129,0.1015625
1135,VIDEO_7025927416061250821,177,186,201,0.35982142857142857,38,39,47,0.2585969387755102,111,121,141,0.3815816326530612
1136,VIDEO_7020800251950927109,76,99,135,0.3967857142857143,180,181,185,0.19535714285714287,115,132,163,0.40785714285714286
1137,VIDEO_7018826174767942918,116,122,130,0.3317063492063492,64,67,73,0.49257936507936506,192,192,194,0.1757142857142857
1138,VIDEO_7018383080205356293,173,207,228,0.823125,68,45,69,0.08272321428571429,116,131,153,0.09415178571428572
1139,VIDEO_7001054542804667653,185,185,191,0.4557589285714286,60,66,81,0.16339285714285715,117,129,153,0.3808482142857143
1140,VIDEO_6943540424141491461,64,69,88,0.19989285714285715,181,169,158,0.3271428571428571,133,115,116,0.4729642857142857
1141,VIDEO_6935817751898426629,109,137,179,0.3757142857142857,31,62,113,0.4062142857142857,207,211,222,0.21807142857142858
1142,VIDEO_6927665892457237765,124,129,158,0.3416666666666667,182,174,182,0.3212202380952381,80,82,112,0.33711309523809524
1143,VIDEO_6796364077095472389,171,171,176,0.4382142857142857,21,40,74,0.49110714285714285,170,36,26,0.07067857142857142
1144,VIDEO_6796363351816555782,21,38,75,0.5089285714285714,192,192,193,0.24967857142857142,98,112,135,0.24139285714285713
1145,VIDEO_6795606002222796037,237,165,108,0.5208928571428572,35,48,70,0.33,79,94,119,0.14910714285714285
1146,VIDEO_6794470373212589317,157,134,106,0.1324107142857143,203,209,210,0.7854017857142858,84,76,64,0.0821875
1147,VIDEO_6793765694619143430,111,126,147,0.41208333333333336,57,43,38,0.41422619047619047,201,196,184,0.1736904761904762
1148,VIDEO_6793347939294072069,6,112,177,0.42578571428571427,228,234,239,0.46482142857142855,165,145,157,0.10939285714285714
1149,VIDEO_6792133610360065285,198,194,194,0.4147321428571429,65,70,84,0.13413690476190476,128,131,141,0.45113095238095235
1150,VIDEO_6792131260543225094,54,106,167,0.2244047619047619,178,189,200,0.456875,13,51,100,0.3187202380952381
1151,VIDEO_7597437745258073400,168,189,214,0.5555631868131868,49,58,68,0.20721153846153847,126,143,164,0.23722527472527472
1152,VIDEO_7595900789546044684,29,58,93,0.25186224489795916,102,130,160,0.46785714285714286,187,200,209,0.280280612244898
1153,VIDEO_7593820955810598156,138,161,162,0.7183928571428572,14,24,26,0.16592857142857143,72,94,96,0.11567857142857142
1154,VIDEO_7593673061476420920,174,199,222,0.4694047619047619,50,56,66,0.21696428571428572,128,141,156,0.3136309523809524
1155,VIDEO_7586689516153343288,36,42,48,0.3763988095238095,180,195,211,0.2130654761904762,107,117,128,0.4105357142857143
1156,VIDEO_7584927758497697035,125,164,172,0.3459285714285714,36,48,48,0.22725,190,207,206,0.4268214285714286
1157,VIDEO_7580037763580415244,202,208,225,0.38845238095238094,22,29,52,0.4051190476190476,99,102,125,0.20642857142857143
1158,VIDEO_7578641094464867595,34,43,48,0.094,193,215,221,0.7690357142857143,122,147,153,0.1369642857142857
1159,VIDEO_7577087400501857592,186,198,207,0.6002380952380952,48,49,54,0.20580357142857142,119,126,131,0.19395833333333334
1160,VIDEO_7575902535349816588,62,125,155,0.20660714285714285,216,228,223,0.6360714285714286,30,44,55,0.15732142857142858
